Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Xavier Antonio MORENO REYES,male,"Secretary-General of the National Electoral Council (CNE) from 2009 until June 2020. In that role, Moreno Reyes facilitated, legitimised and gave credibility to CNE decisions, since the Secretary-General of the CNE has a role in agenda-setting and formalising decisions. Moreno Reyes remained Secretary-General of CNE while democracy was severely undermined and the independent role of the CNE within the electoral process was compromised. He is therefore responsible for undermining democracy in Venezuela, including facilitating the establishment of the illegitimate Constituent Assembly and the manipulation of the electoral process.",,,,,25-06-2018,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Néstor Neptali BLANCO HURTADO,male,"Commander in military counterintelligence zone No 32 in the Los Llanos region. As Major in the Bolivarian National Guard (GNB), he has operated alongside officials in the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) since at least December 2017. Responsible for serious human rights violations, including torture, the use of excessive force and the mistreatment of detainees in DGCIM facilities.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Rafael Ramón BLANCO MARRERO,male,"Division General of the Venezuelan Bolivarian National Army since 5 July 2019. Former deputy Director of the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)). Responsible for serious human rights violations, including torture, the use of excessive force and the mistreatment of detainees in DGCIM facilities, that were committed by DGCIM officials under his command. Linked to the death of Captain Acosta.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Carlos Alberto CALDERÓN CHIRINOS,male,"Official with the elite command of the Venezuelan National Police (PNB/FAES). Appointed Deputy Director of the Directorate of Strategic and Tactical Actions (DAET) of the PNB in 2023. Former senior office holder (referred to as General Commissioner, Director of El Helicoide and Director of Strategic Investigations) in the Bolivarian National Intelligence Service (SEBIN). Officials of the Directorate for Strategic Investigations under his supervision have committed illegal detentions, acts of torture and other ill-treatment, and sexual and gender-based violence. Responsible for serious human rights violations, including torture, the use of excessive force and the mistreatment of detainees in SEBIN facilities. In particular, he has participated in and is responsible for acts of torture and the cruel, inhuman and degrading treatment of detainees at El Helicoide, a SEBIN prison.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Alexis Enrique ESCALONA MARRERO,male,"Chief in Charge of the National Office Against Organized Crime and Terrorist Financing (ONDOFT) from January 2018 until May 2019. Retired Major General, former Vice Minister for prevention and public safety at the Ministry of the Interior (appointed in 2017 by President Maduro) and former National Commander of the National Anti-Extortion and Kidnapping Command (Comando Nacional Antiextorsión y Secuestro (CONAS)) (between 2014 and 2017). Responsible for serious human rights violations, including torture, the use of excessive force and the mistreatment of detainees by members of CONAS under his command. Also responsible for the repression of civil society by members of CONAS under his command.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Rafael Antonio FRANCO QUINTERO,male,"Division General of the Venezuelan Bolivarian National Army (FANB). Agent in the Bolivarian National Intelligence Service (SEBIN). Head of Security at Maiquetía International Airport since August 2019. Director of the Special Directorate of Criminal and Criminalistics Investigations (DEIPC) at the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) between November 2016 and November 2018. Responsible for serious human rights violations, including torture, the use of excessive force and the ill-treatment of detainees in DGCIM facilities by members of the DGCIM under his command, notably at the Boleita detention centre. Officials under his authority were also implicated in sexual violence against detainees. Also responsible for the repression of civil society and democratic opposition by members of the DGCIM under his command. Linked to the death of Captain Acosta Arévalo.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Alexander Enrique GRANKO ARTEAGA,male,"Head (Director) of the Special Affairs Division (DAE) of the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) since 2017. Head of Office of DGCIM’s Boleita detention centre since 29 August 2022. From 2017 to 2022 he ordered, supervised and directly participated in arbitrary detentions, short-term enforced disappearances, torture, including sexual violence, and other cruel, inhuman or degrading treatment. Promoted to the rank of lieutenant colonel of the Bolivarian National Guard on 1 July 2020. Responsible for serious human rights violations, including torture, the use of excessive force causing death and injury and the ill-treatment of detainees in DGCIM facilities committed by himself and by officials under his command. Also responsible for the repression of civil society by members of DGCIM under his command, as well as being directly involved in such repression. Linked to the death of Captain Acosta Arévalo.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Hannover Esteban GUERRERO MIJARES,male,"Second Commander and Chief of Staff of the 35th Military Police Brigade since 2019. Director of the Special Directorate of Criminal and Criminalistics Investigations (DEIPC) at the Directorate-General of Military Counter-Intelligence (Dirección General de Contrainteligencia Militar (DGCIM)) from November 2018 to August 2019. As Director of DEIPC, he supervised the DGCIM facility in Boleita detention centre. During this period, acts of torture and other cruel, inhuman or degrading treatment, as well as sexual violence, were committed by DGCIM officials at Boleita. Responsible for serious human rights violations, including torture, the use of excessive force and the ill-treatment of detainees committed by himself and by officials under his command, particularly in Boleita. Linked to the death of Captain Acosta Arévalo.",,,,,27-09-2019,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
José Adelino ORNELAS FERREIRA,male,"Secretary‐General of the National Defence Council since 26 July 2019 and Chief of the General Staff to the Commander‐in‐Chief since September 2020. Former commander of the National Capital Integral Strategic Defence Region (REDI Capital), former Chief of Staff and former Second‐in‐Command of the Operational and Strategic Command of the Bolivarian National Armed Forces of Venezuela (CEOFANB). In these roles he has supported and facilitated actions and policies of the Government of Venezuela which have undermined democracy and the rule of law in Venezuela. Responsible for serious human rights violations and the repression of civil society and democratic opposition in Venezuela, including obstructing the provision of humanitarian aid and the use of excessive force by officials of the Bolivarian Armed Forces (FANB), and by subordinate forces under his command, including the Integral Strategic Defence Region (REDI), the Integral Defence Operations Zone (ZODI) and the Bolivarian National Guard.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Gladys DEL VALLE REQUENA,female,"Inspector General of the Courts since 27 April 2022. Former member of the non-democratically elected National Assembly and former member and the Second Vice-President of the non-recognised National Constituent Assembly (ANC). In her leading role in the non-recognised ANC, she has undermined democracy and the rule of law in Venezuela, including by signing the decree that stripped the president of the National Assembly of Venezuela, Juan Guaidó, of his parliamentary immunity.",1,0,0,0,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Tania Valentina DÍAZ GONZÁLEZ,female,"Member of the non-democratically elected National Assembly and former First Vice-President of the non-recognised National Constituent Assembly (ANC). In her leading role in the non-recognised ANC she has undermined democracy and the rule of law in Venezuela, including by signing the decree that stripped the president of the National Assembly of Venezuela, Juan Guaidó, of his parliamentary immunity.",1,0,0,0,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Elvis Eduardo HIDROBO AMOROSO,male,"President of the National Electoral Commission of Venezuela since 24 August 2023. Former Comptroller General (between 23 October 2018 and August 2023), and former First and Second Vice-President of the non-recognised National Constituent Assembly (ANC). His actions have undermined democracy and the rule of law in Venezuela, including by banning opposition members from holding public office for 15 years and leading the non-recognised ANC, signing the ‘law against hatred’, justifying the removal of a legally-elected opposition governor and banning Juan Guaidó from running for any public office.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Juan José MENDOZA JOVER,male,"Former Second Vice-President of the Venezuelan Supreme Court (Tribunal Supremo de Justicia (TSJ)) and former President of the Constitutional Chamber of the Supreme Court (February 2017 – April 2022). His actions have undermined democracy and the rule of law in Venezuela, including by a number of judicial rulings in the past two years that have limited or undermined the constitutional powers of Venezuela’s democratically-elected legislative body, the National Assembly.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Jorge Elieser MÁRQUEZ MONSALVE,male,"Minister of the Office of the Presidency since November 2017 and Director-General of the National Commission of Telecommunications (CONATEL) since 7 August 2017. His actions have undermined democracy and the rule of law in Venezuela, including by severely limiting the rights of the Venezuelan people to a free press, free speech and information. He used the special powers of CONATEL to silence criticism and dissidents of the regime by blocking, filtering and obstructing internet websites, by revoking existing licences for radio and television stations and by refusing to grant new ones.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Farik Karin MORA SALCEDO,male,"Prosecutor serving at the Venezuelan First Special Court of First Instance with an office within the Directorate‐General of Military Counter‐Intelligence (Dirección General de Contrainteligencia Militar(DGCIM)). His actions have undermined democracy and the rule of law in Venezuela, including by initiating politically motivated prosecutions which resulted in the arbitrary detention of members of the National Assembly and other officials opposing the Maduro regime.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Dinorah Yoselin BUSTAMANTE PUERTA,female,"Prosecutor serving at the Venezuelan First Special Court of First Instance, with an office within the Directorate‐General of Military Counter‐Intelligence (Dirección General de Contrainteligencia Militar(DGCIM)). Her actions have undermined democracy and the rule of law in Venezuela, including by initiating politically motivated prosecutions which resulted in the arbitrary detention of members of the National Assembly and other officials opposing the Maduro regime.",1,0,0,0,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Luis Eduardo PARRA RIVERO,male,"Member of the non-democratically elected National Assembly. As a member of the National Assembly elected in 2015, he staged his election as President of the National Assembly on 5 January 2020, thereby undermining democracy and the rule of law in Venezuela. The election took place while entry of several parliamentarians to the premises of the National Assembly was blocked by military police, and without a quorum being reached. Therefore, opposition members had to organise themselves outside of the premises of the National Assembly to re-elect Juan Guaidó as its President. Shortly after the staged election of Parra Rivero, supported by the regime’s political party (PSUV), Parra Rivero was welcomed by Maduro and the non-recognised National Constituent Assembly (ANC).",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Franklyn Leonardo DUARTE,male,"Member of the non-democratically elected National Assembly. Former member and illegitimately elected first Vice-President of the National Assembly elected in 2015. As a member of the National Assembly elected in 2015, he staged his election as the first Vice-President of the National Assembly on 5 January 2020, thereby undermining democracy and the rule of law in Venezuela. The election took place while entry of several parliamentarians to the premises of the National Assembly was blocked by military police, and without a quorum being reached. Therefore, opposition members had to organise themselves outside of the premises of the National Assembly to re-elect Juan Guaidó as its President. Shortly after the staged election of Duarte, supported by the regime’s political party (PSUV), the election of the Board of Directors of the National Assembly was welcomed by Maduro and the non-recognised National Constituent Assembly (ANC).",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
José Gregorio NORIEGA FIGUEROA,male,"Member of the non-democratically elected National Assembly. Former member and illegitimately elected second Vice-President of the National Assembly elected in 2015. Illegitimately appointed director of the ad-hoc board of the political party Voluntad Popular. As a member of the National Assembly elected in 2015, he staged his election as the second Vice-President of the National Assembly on 5 January 2020, thereby undermining democracy and the rule of law in Venezuela. The election took place while entry of several parliamentarians to the premises of the National Assembly was blocked by military police, and without a quorum being reached. Therefore, opposition members had to organise themselves outside of the premises of the National Assembly to re-elect Juan Guaidó as its President. Shortly after the staged election of Noriega, supported by the regime’s political party (PSUV), the election of the Board of Directors of the National Assembly was welcomed by Maduro and the non-recognised National Constituent Assembly (ANC). In July 2020, Noriega, helped by the Venezuelan Supreme Court of Justice (Tribunal Supremo de Justicia (TSJ)), illegitimately took over the leadership of the political party Voluntad Popular, thereby further undermining democracy in Venezuela.",,,,,29-06-2020,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Remigio CEBALLOS ICHASO,male,"Since August 2021, Minister of the Interior and Justice of Venezuela and Vice-President of the Government for Citizen Security. Former Commander of the Operational and Strategic Command of the Bolivarian National Armed Forces of Venezuela (Comando Estratégico Operacional Fuerzas Armadas Nacionales Bolivarianas (CEOFANB)), the highest organ in the Venezuelan Armed Forces (June 2017–July 2021). CEOFANB controls the Bolivarian National Armed Forces (FANB) and the Bolivarian National Guard. CEOFANB is also responsible for coordinating FANB interventions in demonstrations. In his position as Commander of CEOFANB, he was responsible for serious human rights violations, including the use of excessive force and inhuman and degrading treatment by officials of the FANB and by subordinate forces under his command, including the Bolivarian National Guard. Various sources, including the Independent International Fact-Finding Mission on the Bolivarian Republic of Venezuela, attribute human rights violations to FANB and the Bolivarian National Guard.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Omar José PRIETO FERNÁNDEZ,male,"Former Governor of Zulia State (2017 – 2021). In this position he has undermined democracy and the rule of law in Zulia State. He was sworn in by the non-recognised National Constituent Assembly (ANC), after the legitimate winner of the election refused to be sworn in by the ANC. Omar José Prieto Fernández actively promoted the non-democratic elections for the National Assembly, which took place on 6 December 2020. Moreover, in Zulia State he threatened opposition leaders with ‘house visits’ and stated his intention to declare Zulia State independent should an interim government led by Juan Guaidó assume power. Active member of the United Socialist Party of Venezuela (PSUV).",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
José Dionisio BRITO RODRÍGUEZ,male,"Member of the non-democratically elected National Assembly and chair of the parliamentary commission that investigates the ‘actions perpetrated against the Republic’ by members of the National Assembly elected in 2015. Furthermore, José Dionisio Brito Rodríguez illegitimately assumed leadership over opposition partyPrimero Justicia, due to a decision of the Supreme Court in June 2020. In 2019, he was expelled from Primero Justicia over corruption allegations. Moreover, as a member of the National Assembly, he participated in the illegitimate election of Luis Eduardo Parra Rivero as the President of the National Assembly on 5 January 2020, thereby undermining democracy and the rule of law in Venezuela. The election took place while entry of several parliamentarians to the premises of the National Assembly was blocked by military police, and without a quorum being reached. Therefore opposition members had to organise themselves outside of the premises of the National Assembly to re-elect Juan Guaidó as its President. His actions have therefore undermined democracy and the rule of law in Venezuela.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
José Bernabé GUTIÉRREZ PARRA,male,"Member of the non-democratically elected National Assembly and illegitimate leader of opposition partyAcción Democrática. José Bernabé Gutiérrez Parra gained illegitimate control over opposition partyAcción Democráticain June 2020 via a ruling of the Supreme Court. In contravention of the party’s position prior to his take over, Gutiérrez Parra participated withAcción Democráticain the non-democratic elections of the National Assembly which took place on 6 December 2020. Gutiérrez Parra changed the position of the party, used its symbols and participated in the elections and public events such as televised debates. Gutiérrez Parra was expelled from the party by legitimateAcción Democráticamembers who called his actions conspiracy and betrayal. His actions have therefore undermined democracy and the rule of law in Venezuela.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
Luis Fernando DAMIANI BUSTILLOS,male,"Judge of the Constitutional Chamber of the Supreme Court (Tribunal Supremo de Justicia (TSJ)). As a member of the Constitutional Chamber of the Supreme Court, he is responsible for actions, statements and rulings that have usurped the constitutional powers of the National Assembly and undermined the opposition’s electoral rights including the unilateral appointment by the Supreme Court of the National Electoral Council (Consejo Nacional Electoral (CNE)) in June 2020 and the suspension and unilateral replacement of the leadership of three of the main democratic opposition parties in June and July 2020, as well as the extension of the ruling on Acción Democrática for one more year in May 2021. His actions have therefore undermined democracy and the rule of law in Venezuela, and he has supported and facilitated the undermining of democracy and the rule of law by the executive branch.",,,,,22-02-2021,COUNCIL_REGULATION_EU_2017_2063_of_13_November_2017,02017R2063-20250111,http://data.europa.eu/eli/reg/2017/2063/2025-01-11,Venezuela,unknown
