Name,Gender,Reason,Activity_based,Profit_based,Status_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Sergei Mikhailovich MIRONOV,male,"Member of the Council of the State Duma; Leader of Fair Russia faction in the State Duma of the Russian Federation.; Initiator of the bill allowing Russian Federation to admit in its composition, under the pretext of protection of Russian citizens, territories of a foreign country without the consent of that country or an international treaty.; On 15 February 2022, Mironov supported, in the State Duma, the resolution asking President Vladimir Putin to recognise the Ukrainian regions Donetsk and Luhansk as independent states.; On 22 February 2022 Mironov supported, in the State Duma, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 3 October 2022, Mironov supported, in the State Duma, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergei Vladimirovich ZHELEZNYAK,male,Former Deputy Speaker of the State Duma of the Russian Federation.; Actively supported the use of Russian Armed Forces in Ukraine and the annexation of Crimea. He led personally the demonstration in support of the use of Russian Armed Forces in Ukraine.; Former Deputy Chairperson and former member of the State Duma Committee on International Affairs.; Former member of the Presidium of the General Council of the United Russia party.,,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Leonid Eduardovich SLUTSKI,male,"Former Chairman of the Commonwealth of Independent States (CIS) Committee of the State Duma of the Russian Federation (member of the LDPR).; Actively supported use of Russian Armed Forces in Ukraine and the annexation of Crimea.; Chairman of the LDPR party, Head of the State Duma LDPR faction and Chairperson of the Foreign Affairs Committee of the State Duma of the Russian Federation.; On 15 February 2022, Slutski supported, in the State Duma, the resolution asking President Vladimir Putin to recognise Ukrainian regions Donetsk and Luhansk as independent states.; On 22 February 2022, Slutski supported, in the State Duma, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 3 October 2022, Slutski supported, in the State Duma, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksandr Viktorovich VITKO,male,"Former Commander of the Black Sea Fleet, Admiral.; Responsible for commanding Russian forces that have occupied Ukrainian sovereign territory.; Former Chief of Staff and First Deputy Commander in Chief of the Russian Navy.",,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Anatoliy Alekseevich SIDOROV,male,"Former Commander, Russia’s Western Military District, units of which are deployed in Crimea. He was responsible for part of the Russian military presence in Crimea which is undermining the sovereignty of the Ukraine and assisted the Crimean authorities in preventing public demonstrations against moves towards a referendum and incorporation into Russia. Since November 2015 Chief of the Joint Staff of the Collective Security Treaty Organization (CSTO).",,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Aleksandr Viktorovich GALKIN,male,"Former Commander of Russia’s Southern Military District (‘SMD’), the forces of which are in Crimea; the Black Sea Fleet comes under Galkin’s command; much of the force movement into Crimea has come through the SMD.; SMD forces are deployed in Crimea. He is responsible for part of the Russian military presence in Crimea which is undermining the sovereignty of Ukraine and assisted the Crimean authorities in preventing public demonstrations against moves towards a referendum and incorporation into Russia. Additionally the Black Sea Fleet falls within the District’s control.; Currently employed by the Central apparatus of the Russian Ministry of Defence. Aide to the Minister of Defence since 19 January 2017.",,,,,17-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Dmitry Olegovich ROGOZIN,male,"Former Deputy Prime Minister of the Russian Federation. Publicly called for the annexation of Crimea.; Former General Director in a State corporation.; On 23 September 2023, he was elected as senator to the Federation Council from Zaporizhzhia region.; Heads a group of military advisers, providing military-technical support to the military personnel of Donetsk and Luhansk.",,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergey Yurievich GLAZYEV,male,Former adviser to the President of the Russian Federation on economic development. Publicly called for the annexation of Crimea and supports the war against Ukraine.; Since October 2019 Minister for Integration and Macroeconomics in the Eurasian Economic Commission.,,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Valentina Ivanova MATVIYENKO (born TYUTINA),female,"Speaker of the Federation Council. On 1 March 2014, publicly supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 22 February 2022, Matviyenko supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 22 February 2022, Matviyenko supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Matviyenko supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",1,0,0,0,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergei Evgenevich NARYSHKIN,male,Former Speaker of the State Duma. Publicly supported the deployment of Russian forces in Ukraine. Publicly supported the Russia-Crimea reunification treaty and the related federal constitutional law.; Currently Director of the Foreign Intelligence Service of the Russian Federation as of October 2016. Permanent member and Secretary of the Security Council of the Russian Federation.; Has publicly supported the independence of Donetsk and Luhansk and their annexation.,,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Dmitry Konstantinovich KISELYOV,male,Appointed by Presidential Decree on 9 December 2013 Head of the Russian Federal State news agency ‘Rossiya Segodnya’.; Central figure of the government propaganda supporting the deployment of Russian forces in Ukraine.,,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Alexander Mihailovich NOSATOV,male,"Former Commander of the Black Sea Fleet, Rear-Admiral.; Responsible for commanding Russian forces that have occupied Ukrainian sovereign territory.; Currently Admiral, Chief of the Main Staff of the Russian Navy.",,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Valery Vladimirovich KULIKOV,male,"Former Deputy-Commander of the Black Sea Fleet, Rear Admiral.; Responsible for commanding Russian forces that have occupied Ukrainian sovereign territory.; On 26 September 2017, with a Decree of the President of Russian Federation, he was dismissed from this post and from military service.; Former member of the Federation Council of the Russian Federation, representing the annexed City of Sevastopol. Currently serves as deputy in the ‘Legislative Assembly’ of the City of Sevastopol.",,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Vladislav Yurievich SURKOV,male,Former aide to the President of the Russian Federation and First Deputy Chief of the Presidential Administration. He was an organiser of the process in Crimea by which local Crimean communities were mobilised to stage actions undermining the Ukrainian authorities in Crimea.,,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Mikhail Grigorievich MALYSHEV,male,"Chair of the Crimea Electoral Commission. Responsible for administering the Crimean ‘referendum’. Responsible under the Russian system for signing referendum results.; In the capacity of Chair of the Crimea Electoral Commission he participated in the organisation of the Russian presidential elections of 18 March 2018 and in the regional and local elections of 8 September 2019 in the illegally annexed Crimea and Sevastopol, and thereby actively supported and implemented policies that undermine the territorial integrity, sovereignty and independence of Ukraine.; He actively participated in organising the illegal referendum in September 2022 in the occupied regions of Ukraine to become part of the Russian Federation, with voting sites also established by his commission in Crimea.",,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Igor Nikolaevich (Mykolayovich) TURCHENYUK,male,"Former de facto Commander of Russian troops deployed on the ground in the illegally annexed Crimea (which Russia continues to refer to officially as ‘local self-defence militias’). Former Deputy Commander of the Southern Military District.; Head of the Southern District of the Russian National Guard.; In April 2023, his District obtained the Medal of Zhukov ‘for courage and dedication’, while Turchenyuk himself received ‘For Merit to the Fatherland’ 3rd Class.; He has thereby actively supported and implemented actions and policies that undermine the territorial integrity, sovereignty and independence of Ukraine.",,,,,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Elena Borisovna MIZULINA (born DMITRIYEVA),female,"Former Deputy in the State Duma. Originator and co-sponsor of recent legislative proposals in Russia that would have allowed regions of other countries to join Russia without their central authorities’ prior agreement.; Former Member of the Federation Council from the Omsk region.; On 22 February 2022, Mizulina supported, in the Federation Council, the ratification of the government decisions of the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Donetsk People’s Republic’ and the ‘Treaty of Friendship, Cooperation and Mutual Assistance between the Russian Federation and the Luhansk People’s Republic’.; On 22 February 2022, Mizulina supported, in the Federation Council, the deployment of Russian forces in Ukraine.; On 4 October 2022, Mizulina supported, in the Federation Council, the legislation to annex the Donetsk, Luhansk, Kherson and Zaporizhzhia regions of Ukraine.",1,0,0,0,21-03-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Dmitry Nikolayevich KOZAK,male,Former Deputy Prime Minister. Responsible for overseeing the integration of the annexed ‘Autonomous Republic of Crimea’ into the Russian Federation. Deputy Chief of Staff of the Presidential Administration of the Russian Federation. He is the President’s Special Envoy for conflict-management in Ukraine.,,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,Russian
Oleg Yevgenyvich BELAVENTSEV,male,"Former Plenipotentiary Representative of the President of the Russian Federation into the so-called ‘Crimean Federal District’, responsible for the implementation of the constitutional prerogatives of the Russian Head of State on the territory of the annexed ‘Autonomous Republic of Crimea’. Former non-permanent member of the Russian Security Council.; Former Plenipotentiary Representative of the President of the Russian Federation into the North Caucasus Federal District (until June 2018).; Remains active in supporting separatist actions or policies. Honorary Consul of Nicaragua in Crimea since October 2020.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Oleg Genrikhovich SAVELYEV,male,"Former Minister for Crimean Affairs. Responsible for the integration of the annexed Autonomous ‘Republic of Crimea’ into the Russian Federation.; Former Deputy Chief of Staff of the Russian Government, responsible for the organisation of the work of the Governmental Commission on the socio-economic development of the so-called ‘Republic of Crimea’.; Former Chief of Staff of the Accounts Chamber of the Russian Federation and former Auditor of the Accounts Chamber of the Russian Federation.; On 20 May 2024, he was nominated for the post of Deputy Minister of Defence and Chief of Staff at the Ministry of Defence of the Russian Federation.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergei Ivanovich MENYAILO,male,"Former Governor of the Ukrainian annexed city of Sevastopol.; Former Plenipotentiary Representative of the President of the Russian Federation to the Siberian Federal District. Member of the Security Council of the Russian Federation.; Head of North Ossetia-Alania since 19 September 2021.; He has remained active in supporting separatist actions and policies, including the participation of fighters in Russia’s war of aggression against Ukraine and the supply of military equipment from North Ossetia-Alania for this war.; He has thereby actively supported and implemented actions and policies that undermine the territorial integrity, sovereignty and independence of Ukraine.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Olga Fyodorovna KOVITIDI,female,"Member of the Russian Federation Council from the annexed Autonomous ‘Republic of Crimea’ since 2014, reappointed in 2019.; Member of the Federation Council Committee on Constitutional Legislation and State Building.",0,0,1,0,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergei Ivanovich NEVEROV,male,"Former Deputy Chairman of State Duma. Responsible for initiating legislation to integrate the annexed Autonomous 'Republic of Crimea' into the Russian Federation. Member of the Duma, head of the United Russia faction.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Valery Vasilevich GERASIMOV,male,"Chief of the General Staff of the Armed Forces of the Russian Federation, First Deputy Minister of Defence of the Russian Federation, General of the Army. Responsible for the massive deployment of Russian troops along the border with Ukraine and Russia’s military attack against Ukraine in February 2022.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
German PROKOPIV,male,Active member of the 'Luhansk Guard'. Took part in the seizure of the building of the Luhansk regional office of the Security Service.; Remains an active military fighter of the LNR.,,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Andrei Evgenevich PURGIN,male,"Active participant and organiser of separatist actions, coordinator of actions of the ‘Russian tourists’ in Donetsk. Co‐founder of a ‘Civic Initiative of Donbass for the Eurasian Union’. Former ‘First Deputy Chairman of the Council of Ministers’. Until 4 September 2015‘Chairman’ of the ‘People’s Council of the Donetsk People’s Republic’.; As of February 2017 deprived from his mandate of member of the ‘People’s Council of the Donetsk People’s Republic’ upon decision of the so-called ‘People’s Council’.; Remains active in supporting separatist actions or policies.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Denys Volodymyrovych PUSHYLIN,male,"One of the leaders of the so-called ‘Donetsk People’s Republic’. Participated in the seizure and occupation of the regional administration in Donetsk in 2014. Until 4 September 2015, he was the so-called Deputy Chairman of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’. Since 4 September 2015, he has been so-called ‘Chairman’ of the so-called ‘People’s Council of the Donetsk People’s Republic’. So-called ‘acting Head of the Donetsk People’s Republic’ after 7 September 2018. So-called ‘Head of the Donetsk People’s Republic’ following the so-called elections of 11 November 2018 and 8 to 10 September 2023.; Member of the United Russia party and its secretary in the so-called ‘Donetsk People’s Republic’.; On 21 February 2022, he signed the ‘Treaty of Friendship, Cooperation and Mutual Assistance between Russia and the Donetsk People’s Republic’ as representative of the so-called ‘Donetsk People’s Republic’.; After the annexation of the so-called ‘Donetsk People’s Republic’ on 30 September, he became a so-called ‘Acting Head of the Donetsk People’s Republic’ on 4 October 2022.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
Sergey Gennadevich TSYPLAKOV,male,"One of the leaders of the ideologically radical organisation 'People's Militia of Donbas'. He took active part in the seizure of a number of State buildings in the Donetsk region.; Former Member of the 'People's Council of the Donetsk People's Republic', and of its Committee on Foreign Policy, External Relations, Information Policy and Information Technology.",,,,,29-04-2014,COUNCIL_REGULATION_EU_269_2014_of_17_March_2014,02014R0269-20250316,http://data.europa.eu/eli/reg/2014/269/2025-03-16,Ukraine,unknown
