11,Mohammad Mouti' MOUAYYAD,male,"Former Minister of State in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
12,Ghazwan Rifaat Kheir BEK,male,"Former Minister of Transport in power after May 2011 (appointed 27.8.2014). He was previously General Director of the Port of Tartous. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
13,"Munzir  (a.k.a. Mundhir, Monzer) Jamil  AL‐ASSAD",male,Involved in violence against the civilian population as part of the Shabiha militia.,09-05-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
14,Brigadier General Mohammed BILAL,male,"As a senior officer in the Syrian Air Force Intelligence Service, he supports the Syrian regime and is responsible for the violent repression of the civilian population. He is also associated with the listed Scientific Studies Research Centre (SSRC).",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
15,Kamal CHEIKHA,male,"Former Minister of Water Resources in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
16,"Faruq  (a.k.a. Farouq, Farouk) AL SHAR’  (a.k.a. Al Char’, Al Shara’, Al Shara)",male,Former Vice-President of Syria; involved in violence against the civilian population.,23-05-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
17,Hassan NOURI,male,"Former Minister of Administrative Development in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
18,Mohammed  HAMCHO,male,"Leading businessman operating in Syria, with interests in the engineering and construction, media, hospitality and health sector. He has financial interests in and/or holds senior and executive positions within a number of companies in Syria, in particular Hamsho International, Hamsho Communication, Mhg International, Jupiter for Investment and Tourism project and Syria Metal Industries.; He plays an important role in the business community in Syria as general secretary of the Damascus Chamber of Commerce (appointed by the then Minister for economy Khodr Orfali in December 2014), chairman of the China‐Syria Bilateral Business Councils (since March 2014) and chairman of the Syrian Metal and Steel Council (since December 2015).; He has close business relationships with key figures of the Syrian regime, including Maher al‐Assad.; He benefits from and provides support to the Syrian regime through his business interests, and is associated with persons benefiting from and providing support to that regime.",27-01-2015,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
19,Iyad  (a.k.a. Eyad) MAKHLOUF,male,"Member of the Makhlouf family; son of Mohammed Makhlouf, brother of Hafez Makhlouf and Rami Makhlouf and brother of Ihab Makhlouf; cousin of President Bashar al‐Assad.; Member of the Syrian security and intelligence services in post after May 2011.; As an officer in the General Intelligence Directorate, involved in violence against the civilian population in Syria.",23-05-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
20,Bassam  AL HASSAN  (a.k.a. Al Hasan),male,Presidential Advisor for Strategic Affairs; head of the General Secretariat of the National Defence. Involved in violence against the civilian population.,23-05-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
21,Ihab MAKHLOUF,male,"Leading businessman operating in Syria. He has business interests in several Syrian companies and entities, including Ramak Construction Co and Syrian International Private University for Science and Technology (SIUST).; He is an influential member of the Makhlouf family and closely connected to the Assad family; cousin of President Bashar al-Assad. In 2020, Ehab Makhlouf took over Rami Makhlouf’s business activities and the Syrian government granted him the contracts to operate and manage the duty-free markets across the country.",23-05-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
22,"Riyad  CHALICHE  (a.k.a. Shalish, Shaleesh)",male,Former Director of Military Housing Establishment; provides funding to the Syrian regime; first cousin of President Bashar al‐Assad.,23-06-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
23,"Brigadier Commander Mohammad  (a.k.a. Mohamed, Muhammad, Mohammed) Ali  JAFARI  (a.k.a. Jaafari, Ja'fari, Aziz; a.k.a. Jafari, Ali; a.k.a. Jafari, Mohammad Ali; a.k.a. Ja'fari, Mohammad Ali; a.k.a. Jafari‐Naja‐fabadi, Mohammad Ali)",male,"Head of ‘Baqiayt Allah’, cultural organisation of the Islamic Revolutionary Guard Corps. General Commander of the Islamic Revolutionary Guard Corps until 21.4.2019, involved in providing equipment and support to help the Syrian regime suppress protests in Syria.",23-06-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
24,Hossein  TAEB,male,"Director of the Islamic Revolutionary Guard Corps Intelligence Service. Former Deputy Commander for Intelligence of the Islamic Revolutionary Guard Corps, involved in providing equipment and support to help the Syrian regime suppress protests in Syria.",23-06-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
25,"Khalid (a.k.a. Khaled) QADDUR (a.k.a. Qadour, Qaddour, Kaddour)",male,"Leading businessperson operating in Syria, with interests and/or activities in the telecommunications, oil, plastic and tobacco industry sectors and close business relations with Maher al-Assad. He is linked to smuggling activities.; He benefits from and provides support to the Syrian regime, through his business activities.; Associate of Maher al-Assad, including through his business activities.",27-01-2015,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
26,Ra'if  AL‐QUWATLY,male,Business associate of Maher al‐Assad and responsible for managing some of his business interests; provides funding to the Syrian regime.,23-06-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
27,"Mohammad (a.k.a. Muhammad, Mohamed, Mohammed, Muhamad) al-MUFLEH (a.k.a. al-Muflih)",male,Head of Syrian Military Intelligence in the town of Hama; involved in the crackdown on demonstrators.,01-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
28,Major General Tawfiq  (a.k.a. Tawfik) YOUNES  (a.k.a. Yunes),male,Former head of the Department for Internal Security of the General Intelligence Directorate; involved in violence against the civilian population.,01-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
29,Ayman JABIR,male,"Leading businessperson operating in Syria, involved in the steel, media, consumable goods and oil sectors, including in trading those goods. He has financial interests and/or holds senior executive positions in a number of companies and entities in Syria, in particular Al Jazira (a.k.a. Al Jazerra, El Jazireh), Dunia TV and Sama Satellite Channel.; Through his company Al Jazira, Ayman Jabir has facilitated the importation of oil from Overseas Petroleum Trading to Syria.; Ayman Jabir benefits from and provides support to the Syrian regime, through his business interests. Provides direct support for and plays a leading role in activities of regime-affiliated militias known as Shabiha and/or Suqur as-Sahraa. He is an honorary president of ‘Wafa lil-Watan’ (loyalty to homeland), which is an association providing aid to families of Syrian soldiers and militias.; Associate of Rami Makhlouf through his business activities, and an associate of Maher al-Assad through his role in regime-affiliated militias.",27-01-2015,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
30,Hayel  AL-ASSAD,male,"Assistant to Maher al-Assad; Head of the military police unit of the army’s 4th Division, involved in repression.",23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
31,Ali  AL‐SALIM  (a.k.a. al‐Saleem),male,"Director of the supplies office of the Syrian Ministry of Defence, entry point for all arms acquisitions by the Syrian army.",23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
32,"Major General Rafiq  (a.k.a. Rafeeq) SHAHADAH  (a.k.a. Shahada, Shahade, Shahadeh, Chahada, Chahade, Chahadeh, Chahada)",male,Member of the Syrian Armed Forces of the rank of Major General in post after May 2011. Former Head of Syrian Military Intelligence (SMI) Branch 293 (Internal Affairs) in Damascus. Directly involved in repression and violence against the civilian population in Damascus. Advisor to President Bashar al-Assad for strategic questions and military intelligence.,23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
33,"Brigadier‐General Nawful  (a.k.a. Nawfal, Nofal, Nawfel) AL‐HUSAYN  (a.k.a. al‐Hussain, al‐Hussein)",male,Idlib Syrian Military Intelligence (SMI) Branch Chief. Directly involved in repression of and violence against the civilian population in Idlib province.,23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
34,Brigadier Husam  SUKKAR,male,Presidential Adviser on Security Affairs. Presidential Adviser for security agencies’ repression of and violence against the civilian population in Syria.,23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
35,Brigadier‐General Muhammed  (a.k.a. Muhamad) ZAMRINI  (a.k.a. Zamreni),male,Branch Chief for Syrian Military Intelligence (SMI) in Homs. Directly involved in repression of and violence against the civilian population in Homs.,23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
36,"Munir  (a.k.a. Mounir, Mouneer, Monir, Moneer, Muneer) ADANOV  (a.k.a. Adnuf, Adanof)",male,"Officer of the rank of Lieutenant General and Deputy Chief of General Staff, Operations and Training for the Syrian Army in post after May 2011. In his position as Deputy Chief of General Staff he was directly involved in repression of and violence against the civilian population in Syria.",23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
37,Brigadier-General Ghassan  KHALIL  (a.k.a. Khaleel),male,Head of General Intelligence Directorate’s Information Branch. Directly involved in repression of and violence against the civilian population in Syria.,23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
38,"Mohammed  (a.k.a. Mohammad, Muhammad, Mohamed) JABIR  (a.k.a. Jaber)",male,"Shabiha militia. Associate of Maher al‐Assad for the Shabiha militia. Directly involved in repression of and violence against the civilian population, and in coordination of Shabiha militia groups.",23-08-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
39,Samir HASSAN,male,"Leading businessperson operating in Syria, with interests and/or activities in multiple sectors of Syria’s economy. He holds interests in and/or has significant influence in the Amir Group and Cham Holding, two conglomerates with interests in the real estate, tourism, transport and finance sectors. President of the Syria-Russia Business Council and plays a significant role in the economic relations with the Russian Federation through the Syria-Russia Business Council.; Samir Hassan supports the Syrian regime’s war effort with cash donations.; Samir Hassan is associated with persons benefitting from or supporting the regime. In particular, he is associated with Rami Makhlouf and Issam Anbouba, who have been designated by the Council and benefit from the Syrian regime.",27-09-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
40,Fares  CHEHABI,male,President of the Aleppo Chamber of Industry; Chairman of the Federation of Chambers of Industry since 16.12.2018. Vice-Chairman of Cham Holding. Provides economic support to the Syrian regime. Member of Syrian Parliament since 2016.,02-09-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
41,Tarif  AKHRAS,male,"Leading businessperson operating in Syria. He is the founder of the Akhras Group (commodities, trading, processing and logistics) and former Chairman of the Homs Chamber of Commerce. Close business relations with President Bashar al-Assad’s family. Former member of the Board of the Federation of Syrian Chambers of Commerce. Provided logistical support for the regime (buses and tank loaders). He is therefore benefiting from and supporting the Syrian regime.",02-09-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
42,Issam  ANBOUBA,male,"Leading businessperson active in different sectors of the Syrian economy, such as agriculture, real estate and banking. Financial relations with high-ranking Syrian officials. Co-founder of Cham Holding.",02-09-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
43,Adib  MAYALEH,male,"Former Governor and Chairman of the Board of Directors of the Central Bank of Syria.; Adib Mayaleh controlled the Syrian banking sector and managed the Syrian money supply through the issue and withdrawal of bank notes and control of the foreign exchange rate value of the Syrian Pound. Through his role at the Central Bank of Syria, Adib Mayaleh provided economic and financial support to the Syrian regime.; Former Minister of Economy and Foreign Trade in power after May 2011.",15-05-2012,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
44,Major General Jumah  AL‐AHMAD  (a.k.a. al‐Ahmed),male,Commander Special Forces. Responsible for the use of violence against protestors across Syria.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
45,"Colonel Lu'ai  (a.k.a. Louay, Loai) AL‐ALI",male,"Head of Syrian Military Intelligence, Dara’a Branch. Responsible for violence against protesters in Dara’a.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
46,"Ali  Abdullah  (a.k.a. Abdallah) AYYUB  (a.k.a. Ayyoub, Ayub, Ayoub, Ayob)",male,"Former Vice President of the Council of Ministers and former Minister of Defence.; Officer of the rank of General in the Syrian Army, in post after May 2011. Former Chief of General Staff of the Syrian Armed Forces. Person supporting the Syrian regime and responsible for repression of and violence against the civilian population in Syria.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
47,"Fahd  (a.k.a. Fahid, Fahed) Jasim  (a.k.a. Jasem, Jassim, Jassem) AL‐FURAYJ  (a.k.a. al‐Freij)",male,"Former Minister of Defence. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population in Syria.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
48,"Major General Aous  (a.k.a. Aws, Aus) ‘Ali’ ASLAN",male,"High-ranking officer. Close to Maher al-Assad and President Bashar al-Assad. Former positions: Commander of the 40th Brigade (4th Division) between 2011 and 2014; deputy Commander of the 4th Division in 2015; Commander of the 2nd Corps in 2016. Involved in the crackdown on the civilian population across Syria, including arbitrary arrests, mass killings and forced displacements of civilian population.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
49,General Ghassan  BELAL  (a.k.a. Bilal),male,"Head of the 4th Division security bureau, head of the 555th paratrooper regiment. Adviser to Maher al-Assad and coordinator of security operations. Responsible for the crackdown on the civilian population across Syria and involved in several breaches of cessation of hostilities in the Ghouta.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
50,Abdullah  (a.k.a. Abdallah) BERRI,male,Head of the Berri family militia. In charge of pro‐government militia involved in the crackdown on the civilian population in Aleppo.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
51,George CHAOUI,male,Member of the Syrian electronic army (territorial army intelligence service). Involved in the violent crackdown and call for violence against the civilian population across Syria.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
52,"Zuhair  (a.k.a. Zouheir, Zuheir, Zouhair) HAMAD",male,"Officer of the rank of Major General in the Syrian Armed Forces in post after May 2011. Deputy Head of General Intelligence Directorate. Responsible for repression, human rights abuses and violence against the civilian population in Syria.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
53,Amar  (a.k.a. Ammar) ISMAEL  (a.k.a. Ismail),male,Civilian ‐ Head of Syrian electronic army (territorial army intelligence service). Involved in the violent crackdown and call for violence against the civilian population across Syria.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
54,Mujahed  ISMAIL  (a.k.a. Ismael),male,Member of the Syrian electronic army (territorial army intelligence service). Involved in the violent crackdown and call for violence against the civilian population across Syria.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
55,Major General Nazih,male,Deputy Director of General Intelligence Directorate. Responsible for the use of violence across Syria and intimidation and torture of protestors.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
56,"Major General Kifah  MOULHEM  (a.k.a. Moulhim, Mulhem, Mulhim, Milhem)",male,"Head of the National Security office since January 2024. Former Head of the Military Intelligence Directorate appointed in March 2019. Former Head of the Security Committee in the Southern region and former deputy head of the Military Intelligence directorate, leading the regime’s operation in Homs and Aleppo regions. Responsible for the crackdown on the civilian population in Deir ez-Zor and the main individual responsible for the violent repression committed by the Military Intelligence Directorate (Branch 248) throughout 2011 and 2012 as well as torture and severe violations on detainees.",14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
57,Major General Wajih  (a.k.a. Wajeeh) MAHMUD,male,Commander 18th Armoured Division. Responsible for the violence against protestors in Homs.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
58,Lt. General Talal  Mustafa  TLASS,male,Deputy Chief of General Staff (Logistics and supplies). Responsible for the use of violence against protestors across Syria.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
59,Major General Fu'ad  TAWIL,male,Deputy head of the Syrian Air Force Intelligence. Responsible for the use of violence across Syria and intimidation and torture of protestors.,14-11-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
60,Bushra  AL‐ASSAD,female,"Member of the Assad family; sister of President Bashar al‐Assad. Given the close personal relationship and intrinsic financial relationship to President Bashar al‐Assad, she benefits from and is associated with the Syrian regime.",23-03-2012,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
61,Asma  AL‐ASSAD,female,"Member of the Assad family and closely connected to key regime figures; wife of President Bashar al‐Assad. Given the close personal relationship and intrinsic financial relationship to President Bashar al‐Assad, she benefits from and is associated with the Syrian regime.",23-03-2012,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
62,Manal  AL‐ASSAD,female,"Wife of Maher al‐Assad, and as such benefits from and is closely associated with the Syrian regime.",23-03-2012,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
63,Mohammad Walid GHAZAL,male,"Former Minister of Housing and Urban Development (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.",21-10-2014,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
64,Major General Ibrahim  AL‐HASSAN  (a.k.a. al‐Hasan),male,Deputy Chief of Staff. Military official involved in the violence in Homs.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
65,"Brigadier Khalil  (a.k.a. Khaleel) ZGHRAYBIH (,) (a.k.a. Zghraybeh, Zghraybe, Zghrayba, Zghraybah, Zaghraybeh, Zaghraybe, Zaghrayba, Zaghraybah, Zeghraybeh, Zeghraybe, Zeghrayba, Zeghraybah, Zughraybeh, Zughraybe, Zughrayba, Zughraybah, Zighraybeh, Zighraybe, Zighrayba, Zighraybah)",male,14th Division. Military official involved in the violence in Homs.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
66,Ali BARAKAT,male,Military official involved in the violence in Homs. Currently serves in the 30thMobile Infantry Division of the Republican Guard.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
67,Major General Talal  MAKHLUF  (a.k.a. Makhlouf),male,Former commander of the 105th Brigade of the Republican Guards. Former Commander General of the Republican Guards. Current Commander of the 2nd Corps. Member of the Syrian Armed Forces of the rank of Major General in post after May 2011. Military official involved in the violence in Damascus.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
68,Major General Nazih  (a.k.a. Nazeeh) HASSUN  (a.k.a. Hassoun),male,Officer of the rank of Major General in the Syrian Armed Forces in post after May 2011. Head of the Political Security Directorate of the Syrian security services in post after May 2011. Responsible for violent repression of the civilian population in Syria.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
69,"Captain Maan  (a.k.a. Ma'an) JDIID  (a.k.a. Jdid, Jedid, Jedeed, Jadeed, Jdeed)",male,Presidential Guard. Military official involved in the violence in Homs.,01-12-2011,02012R0036_20241125,COUNCIL_REGULATION_EU_36_2012_18_January_2012,http://data.europa.eu/eli/reg/2012/36/2024-11-25,unknown,Syria,EU
