Name,Gender,Reason,Direct,Indirect,Activity,Profit,Family_status,Dates,Doc_title,Doc_number,Doc_url,Case_study
CHOE Kwang Hyok,unknown,"Choe Kwang Hyok has served as a representative of Green Pine Associated Corporation, a UN designated entity.; Choe Kwang Hyok has been identified by the UN Panel of Experts as chief executive of Beijing King Helong International Trading Ltd, an alias of Green Pine. He has also been identified by the UN Panel of Experts as director of Hong Kong King Helong Int'l Trading Ltd and operator of the DPRK entity named Beijing representative office of Korea Unhasu Trading Company, which are also aliases of Green Pine.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Chang Hyok,unknown,"Kim Chang Hyok has been identified by the UN Panel of Experts as the representative of Pan Systems Pyongyang in Malaysia. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations.; Established multiple accounts in Malaysia in the name of front companies of ‘Glocom’, itself a front company of designated entity Pan Systems Pyongyang.; The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PARK Young Han,unknown,"Director of Beijing New Technology which has been identified by the UN Panel of Experts as a front company of KOMID. KOMID was designated by the Sanctions Committee in April 2009 and is the DPRK's primary arms dealer and main exporter of goods and equipment related to ballistic missiles and conventional weapons.; Legal representative of Guancaiweixing Trading Co., Ltd, which was identified by the UN Panel of Experts as the shipper of an intercepted shipment to Eritrea of military-related items in August 2012.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
RYANG Su Nyo,unknown,Director of Pan Systems Pyongyang. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PYON Won Gun,unknown,"Director of Glocom, a front company of Pan Systems Pyongyang. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations.; Glocom advertises radio communications equipment for military and paramilitary organizations.; Pyon Won Gun has also been identified by the UN Panel of Experts as a DPRK national operating Pan Systems Pyongyang. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAE Won Chol,unknown,Pae Won Chol has been identified by the UN Panel of Experts as a DPRK national operating Pan Systems Pyongyang. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
RI Sin Song,unknown,Ri Sin Song has been identified by the UN Panel of Experts as a DPRK national operating Pan Systems Pyongyang. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Sung Su,unknown,Kim Sung Su has been identified by the UN Panel of Experts as representative of Pan Systems Pyongyang in China. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Pyong Chol,unknown,Kim Pyong Chol has been identified by the UN Panel of Experts as a DPRK national operating Pan Systems Pyongyang. Pan Systems Pyongyang has been designated by the Union for assisting in the evasion of sanctions imposed by the United Nations Security Council through the attempted sale of arms and related materiel to Eritrea. Pan Systems is also controlled by and works on behalf of the Reconnaissance General Bureau which has been designated by the United Nations. The March 2023 Final Report of the UN Panel of Experts presents information that Pan Systems continues to engage in attempts to export arms.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Kwang Su,unknown,"Choe Kwang Su has been identified by the UN Panel of Experts as a representative of Haegeumgang Trading Company. In this capacity Choe Kwang Su signed a DPRK – Mozambique military cooperation contract in violation of the prohibitions imposed by United Nations Security Council Resolutions. The contract concerned the supply of arms and arm-related material to Monte Binga, a company controlled by the Government of Mozambique.",,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAK In Su,unknown,Pak In Su has been identified by the UN Panel of Experts as being involved in activities related to the sale of coal from DPRK in Malaysia in violation of the prohibitions imposed by the United Nations Security Council Resolutions.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SON Young-Nam,unknown,Son Young-Nam has been identified by the UN Panel of Experts as being involved in the smuggling of gold and other items to the DPRK in violation of the prohibitions imposed by United Nations Security Council Resolutions.,,,,,,22-01-2018,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIM Il-Su,unknown,"Manager in the reinsurance department of the Korea National Insurance Corporation (KNIC) based in the headquarters in Pyongyang and former authorised chief representative of KNIC in Hamburg, acting on behalf of KNIC or at its direction.",,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KANG Song-Sam,unknown,"Former authorised representative of the Korea National Insurance Corporation (KNIC) in Hamburg, continues to act for or on behalf of KNIC or at its direction.",,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Chun-Sik,unknown,Director in the reinsurance department of the Korea National Insurance Corporation (KNIC) based in the headquarters in Pyongyang acting on behalf of KNIC or at its direction.,,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SIN Kyu-Nam,unknown,"Director in the reinsurance department of the Korea National Insurance Corporation (KNIC) based in the headquarters in Pyongyang and former authorised representative of KNIC in Hamburg, acting on behalf of KNIC or at its direction.",,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAK Chun-San,unknown,"Director in the reinsurance department of the Korea National Insurance Corporation (KNIC) based in the headquarters in Pyongyang at least until December 2015 and former authorised chief representative of KNIC in Hamburg, continues to act for or on behalf of KNIC or at its direction.",,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
SO Tong Myong,unknown,"Former president of the Korea National Insurance Corporation (KNIC), former KNIC Executive Management Committee Chairman (June 2012); former KNIC General Manager, September 2013, acting on behalf of KNIC or at its direction.",,,,,,03-07-2015,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PAK Hwa Song,male,"Pak Hwa Song is engaged in sanctions evasion and responsible for supporting financially the DPRK’s nuclear and ballistic programmes. He is co-founder of the CONGO ACONDE company, a front company of the PAEKHO TRADING CORPORATION. PAEKHO is involved in the export of statues to several Sub-Saharan countries in violation of UN sanctions. Pak also opened a bank account in a Lubumbashi branch of a Cameroon-based bank in violation of UNSC resolutions. Pak works with Hwang Kil Su. He provides financial services supporting the DPRK’s regime and nuclear programmes.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
HWANG Kil Su,male,"Hwang Kil Su is engaged in sanctions evasion and responsible for supporting financially the DPRK’s nuclear and ballistic programmes. He is co-founder of the CONGO ACONDE company, a front company of the PAEKHO TRADING CORPORATION. PAEKHO is involved in the export of statues to several Sub-Saharan countries in violation of UNSC resolutions. Hwang also opened a bank account in a Lubumbashi branch of a Cameroon-based bank in violation of UNSC resolutions. Hwang works with Pak Hwa Song. He provides financial services supporting the DPRK’s regime and nuclear programmes.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
IM Song Sun,male,"In his capacity as a representative of the Corman Construction Company (Tong Bang), a front company for the UN-designated Mansudae Overseas Project (MOP) Group, Im Song Sun is engaged in sanctions evasion in violation of the provisions of UNSCRs 1718 (2006), 1874 (2009), 2087 (2013), 2094 (2013), 2270 (2016), 2321 (2016), 2356 (2017), 2371 (2017), 2375 (2017) or 2397 (2017). He has managed construction by this company in Senegal and has received payments on contracts awarded to MOP and Corman Construction, and therefore he is responsible for financial activities supporting the DPRK’s nuclear and ballistic programmes.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
CHOE Song Chol,male,"In his capacity as a representative of the Corman Construction company (Tong Bang), a front company for UN-designated Mansudae Overseas Project Group, Choe Song Chol is engaged in sanctions evasion in violation of the provisions of UNSCRs 1718 (2006), 1874 (2009), 2087 (2013), 2094 (2013), 2270 (2016), 2321 (2016), 2356 (2017), 2371 (2017), 2375 (2017) or 2397 (2017). He has managed construction by this company in Senegal and has received payments on contracts awarded to MOP and Corman Construction, and therefore he is responsible for financial activities supporting the DPRK’s nuclear and ballistic programmes.",,,,,,21-04-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
KIL Jong Hun,male,"In his capacity as a representative for the Korea Mining Development Trading Corporation (KOMID), Kil Jong Hun is responsible for providing assistance in arms procurement for Equatorial Guinea, thus evading the international arms embargo set out in relevant UNSCRs. He has been under US sanctions since 2015. Previously employed as the representative of the designated entity KOMID in Namibia under diplomatic status, he has set up a bank account in South Africa. Due to his position, he continues his proliferation activities for KOMID, providing valuable finance for the DPRK despite international sanctions.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
PYON Kwang Chol,male,"In his capacity as a deputy representative for a suspected front company of the Second Academy of Natural Sciences in Dalian (China), PYON Kwang Chol takes part in activities for a sanctioned entity set out in UNSCR 2094 (2013). This entity is known for its proliferation activities benefitting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
O Yong Ho,male,"In his capacity as a representative in Moscow, Russian Federation, with direct links to the Second Academy of Natural Sciences, O Yong Ho takes part, under diplomatic status, in activities for a sanctioned entity set out in UNSCR 2094 (2013). This entity is known for its proliferation activities benefiting the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes. He sought to procure missile-applicable items from third countries on behalf of the DPRK’s missile program, including aramid fiber, stainless steel tubes, and ball bearings. He has also sought to procure multiple goods controlled by the Nuclear Suppliers Group with ballistic missile applications, including Kevlar thread, aramid fiber, aviation oil, ball bearings, and precision milling machines. As such, he is directly involved in providing funds and supplies for the DPRK’s nuclear-related, ballistic-missile-related or other weapons of mass destruction-related programmes.",,,,,,12-12-2022,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
AN Se-Ho,male,"An Se-Ho is a DPRK diplomat who was formerly the First Secretary at the Embassy of the DPRK in Conakry (Guinea). The embassy closed in December 2023. He was the main coordinator for the construction of an ammunition factory in Mali. In 2022, he met the Malian Minister of Territorial Administration and Decentralisation, Abdoulaye Maïga. In November 2022, he also met senior officials of the Malian junta to discuss the construction of the factory in Dialakorobougou, near Bamako.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
Oleg Nikolaevich KOZHEMYAKO,male,"In his capacity as governor of the Primorsky Krai region of the Russian Federation, Oleg Nikolaevich Kozhemyako played an instrumental role in the September 2023 official visit of Kim Jong Un to the Russian Federation. During that visit, Mr. Kozhemyako presented weaponry and uniforms to Kim Jong Un as gifts for him to take back to the DPRK, in violation of UN Security Council resolutions. Such material will then be used by the DPRK armed forces and reengineered, constituting an indirect transfer of technology to the DPRK. He is thus assisting in the evasion of UN sanctions.",,,,,,31-05-2024,COUNCIL_REGULATION_EU_2017_1509_30_August_2017,02017R1509-20240913,http://data.europa.eu/eli/reg/2017/1509/2024-09-13,DPRK
