Name,Gender,Reason,Activity_based,Profit_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Aung Myo Thu,male,"Major Aung Myo Thu is the Field Unit Commander of 33rd Light Infantry Division (LID) of the Myanmar Armed Forces (Tatmadaw). As the Field Unit Commander of the 33rd LID he oversaw military operations carried out in Rakhine State in 2017. In that context, he is responsible for the atrocities and serious human rights violations committed against the Rohingya population in Rakhine State in the second half of 2017 by the 33rd LID. These include unlawful killings, sexual violence and forced detention.",,,,21-12-2018,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,unknown
Thant Zaw Win,male,"Thant Zaw Win is a Major in the 564th Light Infantry Battalion (LIB) of the Myanmar Armed Forces (Tatmadaw). In that capacity, he oversaw military operations carried out in Rakhine State and is responsible for the atrocities and serious human rights violations committed against the Rohingya population in Rakhine State by the 564th LIB, notably in and around Maung Nu village on 27 August 2017. These include unlawful killings, sexual violence and systematic burning of Rohingya houses and buildings.",,,,21-12-2018,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,unknown
Kyaw Chay,male,"Kyaw Chay is a Corporal in the Border Guard Police (BGP). He was formerly based in Zay Di Pyin and was the Commanding Officer of the BGP base in Zay Di Pyin in the period around 25 August 2017 when a series of human rights violations were committed by the BGP under his command. In that context, he is responsible for the atrocities and serious human rights violations by the BGP against the Rohingya population in Rakhine State in that period. He also participated in serious human rights violations. These violations include the ill-treatment of detainees and torture.",,,,21-12-2018,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,unknown
Nyi Nyi Swe,male,"Major General Nyi Nyi Swe is the former Commander of the Northern Command of the Myanmar Armed Forces (Tatmadaw). In that capacity, he is responsible for the atrocities and serious human rights violations committed in Kachin State from May 2016 to April 2018 (until his appointment as Commander of the South-western Command) by the Northern Command, including ill-treatment of civilians. He is also responsible for obstructing the provision of humanitarian assistance to civilians in need in Kachin State in that period, in particular the blocking of food transports.",,,,21-12-2018,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,unknown
Min Aung Hlaing,male,"Min Aung Hlaing has been the Commander-in-Chief of the Myanmar Armed Forces (Tatmadaw) since 2011. He is Chairman of the State Administration Council (SAC) and member of the National Defence and Security Council (NDSC). Min Aung Hlaing declared himself as ‘Prime Minister’ on 1 August 2021. On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar/Burma by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the State to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate. On 31 January 2022, upon the request of Min Aung Hlaing, the NDSC formally extended the state of emergency until 31 July 2022.; By concentrating all powers and as Chairman of the SAC, Commander-in-Chief Min Aung Hlaing has been directly involved in and responsible for decision-making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma. Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup. As Chairman of the SAC, Commander-in-Chief Min Aung Hlaing is directly responsible for those repressive decisions and for serious human rights violations.; In 2018, the UN as well as international civil society organisations reported gross human rights violations and serious violations of international humanitarian law committed in Kachin, Rakhine and Shan States against the Rohingya population by the military and police forces since 2011 and concluded that many of those violations amount to the gravest crimes under international law. As Commander-in-Chief of the Tatmadaw since 2011, Min Aung Hlaing is directly responsible for those serious violations and abuses against the Rohingya population.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Myint Swe,male,"Lieutenant General Myint Swe is a member of the Myanmar Armed Forces (Tatmadaw) and was the Tatmadaw-appointed Vice-President until 1 February 2021. On that date, Myint Swe participated in a National Defence and Security Council (NDSC) meeting with other Tatmadaw members. The NDSC meeting was unconstitutional as it did not include its civilian members. During that meeting, Myint Swe was declared Acting President. Myint Swe then declared a state of emergency and handed over legislative, executive and judicial powers of the State to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. The procedure for declaring the state of emergency was breached as, under the Constitution, only the President has the authority to declare a state of emergency. On 31 January 2022, Myint Swe approved the extension of the state of emergency until 31 July 2022.; By accepting his nomination as Acting President and by transferring legislative, judicial and executive powers to the Commander-in-Chief, Myint Swe contributed to overthrowing the democratically elected government and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Soe Win,male,"Soe Win has been the Deputy Commander-in-Chief of the Myanmar Armed Forces (Tatmadaw) since 2011. He is Vice-Chairman of the State Administration Council (SAC) and member of the National Defence and Security Council (NDSC). On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the State to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate. Soe Win participated in the meeting of the NDSC on 31 January 2022, which extended the state of emergency until 31 July 2022.; As Vice-Chairman of the SAC, Deputy Commander-in-Chief Soe Win has been directly involved in and responsible for decision-making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma. Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup.; As Vice-Chairman of the SAC, Deputy Commander-in-Chief Soe Win is directly responsible for those repressive decisions and for serious human rights violations.; In 2018, the United Nations as well as international civil society organisations reported gross human rights violations and serious violations of international humanitarian law committed in Kachin, Rakhine and Shan States against the Rohingya population by the military and police forces since 2011 and concluded that many of those violations amount to the gravest crimes under international law. As Deputy Commander-in-Chief of the Tatmadaw since 2011, Soe Win is responsible for those serious violations and abuses against the Rohingya population.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Sein Win,male,"Lieutenant General Sein Win is a member of Tatmadaw and former Minister of Defence (between 24 August 2015 and 1 February 2021). Since February 2021 (until at least September 2022), he has been the chair of the Myanmar War Veterans Organization.; On 1 February 2021, he participated in a National Defence and Security Council (NDSC) meeting with the other Tatmadaw members. The NDSC meeting was unconstitutional as it did not include its civilian members. During that meeting, Myint Swe was declared Acting President. Myint Swe then declared a state of emergency and handed over legislative, executive and judicial powers of the State to the Commander-in-Chief of Defence Services Min Aung Hlaing. The procedure for declaring the state of emergency was breached as, under the Constitution, only the President has the authority to declare a state of emergency.; By his participation in the NDSC meeting during which it was decided to declare the state of emergency and to hand over the legislative, executive and judicial powers of the State to the Commander-in-Chief of Defence Services, Sein Win contributed to setting aside the results of the elections held on 8 November 2020 and to overthrowing the democratically elected government. Therefore he is responsible for undermining democracy and the rule of law in Myanmar/Burma.; In 2018, the UN as well as international civil society organisations reported gross human rights violations and serious violations of international humanitarian law committed in Kachin, Rakhine and Shan States against the Rohingya population by the military and police forces since 2011 and concluded that many of those violations amount to the gravest crimes under international law. As Minister of Defence from 24 August 2015 to 1 February 2021, Sein Win is responsible for those serious violations and abuses against the Rohingya population.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Thein Soe,male,"Thein Soe was nominated as chairman of the Union Election Commission (UEC) on 2 February 2021. By accepting this nomination in the aftermath of the military coup of 1 February 2021, and through his actions as chairman of the UEC, notably the cancelling of the results of the elections without any proven evidence of frauds, Thein Soe has been directly involved in actions undermining democracy and the rule of law in Myanmar.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Mya Tun Oo,unknown,"Gender: male; General Mya Tun Oo is a member of the Myanmar Armed Forces (Tatmadaw). He was Minister of Defence from 1 February 2021 to 3 August 2023, and is a member of the State Administrative Council (SAC). On 1 February 2023, he was also appointed Deputy Prime Minister. As of 1 August 2023, he also assumed the role of Minister of Transport and Communications. He also oversees other junta-controlled supervisory bodies related to foreign investment and trade.; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate. Mya Tun Oo participated in the meeting of the National Defence and Security Council (NDSC) on 31 January 2022, which extended the state of emergency until 31 July 2022. As member of the NDSC and SAC, General Mya Tun Oo has been directly involved in and responsible for decision-making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.; Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup.; As member of the SAC, General Mya Tun Oo is directly responsible for those repressive decisions and for serious human rights violations. Furthermore, as former Minister of Defence, Mya Tun Oo bears responsibility for the attacks by the military forces in Kayah State on 25 December 2021 killing more than 30 people, including children and humanitarian staff, and mass killings and torture of civilians throughout Myanmar. In his previous role as Minister of Defence, General Mya Tun Oo was moreover responsible for the bombardments, air raids, and other instances of large-scale violence that have been carried out by the Myanmar armed forces during 2022. Therefore, he is responsible for serious human rights violations in Myanmar/Burma.; In 2018, the United Nations as well as international civil society organisations reported gross human rights violations and serious violations of international humanitarian law committed in Kachin, Rakhine and Shan States against the Rohingya population by the military and police forces since 2011 and concluded that many of those violations amount to the gravest crimes under international law. Mya Tun Oo was Joint Chief of Staff of the Myanmar Armed Forces (Tatmadaw), the third most senior position in the Tatmadaw, from August 2016 until his appointment as Minister of Defence. In that capacity, he oversaw military operations carried out in Rakhine State and coordinated the various armed forces, including the Army, Navy and Air Force, as well as the use of artillery. He is therefore responsible for those serious violations and abuses against the Rohingya population.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar/Burma
Dwe Aung Lin,male,"Lieutenant General Dwe Aung Lin is member of the Myanmar Armed Forces (Tatmadaw) and he is the Secretary of the State Administration Council (SAC).; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.; Lieutenant General Dwe Aung Lin was appointed Secretary of the SAC on 2 February 2021 and he has issued orders of the SAC. Amongst others, he ordered the removal of individuals from offices they had been appointed to by the legally elected government as well as in re-staffing the Myanmar election commission.; As member and Secretary of the SAC, Lieutenant General Dwe Aung Lin has been directly involved in and responsible for decision making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Ye Win Oo,male,"Lieutenant General Ye Win Oo is a member of the Myanmar Armed Forces (Tatmadaw) and he is the Joint Secretary of the State Administration Council (SAC).; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Maung Maung Kyaw,male,"General Maung Maung Kyaw is a former member of the Myanmar Armed Forces (Tatmadaw). He retired in January 2022. He was a member of the State Administration Council (SAC) until February 2023. He previously served as Commander-in-Chief of the Myanmar Air Force between 2018 and January 2022. On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate. As member of the SAC, General Maung Maung Kyaw has been directly involved in and responsible for decision-making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.; Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup. As a former member of the SAC, General Maung Maung Kyaw was directly responsible for those repressive decisions and for serious human rights violations. Furthermore, in his former capacity as the head of the Myanmar Air Force, he was directly responsible for the bombings in Kayah State in December 2021, targeting the civilian population and causing a high number of casualties. Therefore, he is responsible for serious human rights violations.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Moe Myint Tun,male,"Lieutenant General Moe Myint Tun is a member of the Myanmar Armed Forces (Tatmadaw) and member of the State Administrative Council (SAC).; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.; As member of the SAC, Lieutenant General Moe Myint Tun has been directly involved in and responsible for decision-making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Than Hlaing,male,"Lieutenant General Than Hlaing is a member of the Myanmar Armed Forces (Tatmadaw). He was appointed Deputy Minister of Home Affairs and Chief of Police on 2 February 2021 and stepped down from those positions on 5 May 2022.; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.; Appointed by the SAC, Lieutenant General Than Hlaing was engaged in actions and policies undermining democracy and the rule of law in Myanmar/Burma, as well as actions that threaten the peace, security and stability of Myanmar/Burma.; Additionally, police forces acting under the authority of Lieutenant General Than Hlaing have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, carrying out arbitrary arrests and detaining opposition leaders and opponents of the coup. In his previous roles as Deputy Minister of Home Affairs and Chief of Police, Lieutenant General Than Hlaing was directly responsible for decision making concerning repressive policies and violent actions committed by police against peaceful demonstrators and is therefore responsible for serious human rights violations in Myanmar/Burma.",,,,22-03-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar/Burma
Mahn Nyein Maung,male,"Mahn Nyein Maung is a member of the State Administrative Council (SAC).; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.; As a member of the SAC, Mahn Nyein Maung has been directly involved in and responsible for decision making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.; Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup. Furthermore, the SAC has imposed martial law in parts of the country allowing the military complete authority over the specified areas, including administrative, judicial and law enforcement functions. In the areas under martial law, civilians, including journalists and peaceful protesters, are prosecuted by military courts, effectively depriving them of the right to due process, including the right to appeal. Violent actions by military and police forces threatening peace, security and stability have increased significantly in areas where martial law has been declared.; As a member of the SAC, Mahn Nyein Maung is directly responsible for those repressive decisions and for serious human rights violations.",,,,19-04-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar
Thein Nyunt,male,"Thein Nyunt is a member of the State Administrative Council (SAC) and its Central Advisory Body.; On 1 February 2021, the Myanmar Armed Forces (Tatmadaw), led by Commander-in-Chief Min Aung Hlaing, staged a coup in Myanmar by setting aside the results of the elections held on 8 November 2020 and by overthrowing the democratically elected government. As part of the coup, Vice-President Myint Swe, functioning as Acting President, declared a state of emergency on 1 February 2021 and transferred the legislative, executive and judicial powers of the state to the Commander-in-Chief of Defence Services Senior General Min Aung Hlaing. On 2 February 2021, the SAC was established to exercise those powers, preventing the democratically elected government from fulfilling its mandate.; As a member of the SAC and its Central Advisory Body, Thein Nyunt has been directly involved in and responsible for decision making concerning state functions and is therefore responsible for undermining democracy and the rule of law in Myanmar/Burma.; Additionally, the SAC adopted decisions restricting the rights to freedom of expression, including access to information, and peaceful assembly. The military forces and authorities operating under the control of the SAC have committed serious human rights violations since 1 February 2021, killing civilian and unarmed protestors, restricting freedom of assembly and of expression, including by restricting internet access, and through arbitrary arrests and detention of opposition leaders and opponents of the coup. Furthermore, the SAC has imposed martial law in parts of the country allowing the military complete authority over the specified areas, including administrative, judicial and law enforcement functions. In the areas under martial law, civilians, including journalists and peaceful protesters, are prosecuted by military courts, effectively depriving them of the right to due process, including the right to appeal. Violent actions by military and police forces threatening peace, security and stability have increased significantly in areas where martial law has been declared.; As a member of the SAC and its Central Advisory Body, Thein Nyunt is directly responsible for those repressive decisions and for serious human rights violations.",,,,19-04-2021,COUNCIL_REGULATION_EU_No_401_2013_2_May_2013,02013R0401-20241029,http://data.europa.eu/eli/reg/2013/401/2024-10-29,Myanmar,Myanmar/Burma
