11,Mohammad Mouti' MOUAYYAD,male,Syria,"Former Minister of State in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
12,Ghazwan Rifaat Kheir BEK,male,Syria,"Former Minister of Transport in power after May 2011 (appointed 27.8.2014). He was previously General Director of the Port of Tartous. As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
13,"Munzir  (a.k.a. Mundhir, Monzer) Jamil  AL‐ASSAD",male,Syria,Involved in violence against the civilian population as part of the Shabiha militia.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,09-05-2011,EU
14,Brigadier General Mohammed BILAL,male,Syria,"As a senior officer in the Syrian Air Force Intelligence Service, he supports the Syrian regime and is responsible for the violent repression of the civilian population. He is also associated with the listed Scientific Studies Research Centre (SSRC).","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
15,Kamal CHEIKHA,male,Syria,"Former Minister of Water Resources in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
16,"Faruq  (a.k.a. Farouq, Farouk) AL SHAR’  (a.k.a. Al Char’, Al Shara’, Al Shara)",male,Syria,Former Vice-President of Syria; involved in violence against the civilian population.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-05-2011,EU
17,Hassan NOURI,male,Syria,"Former Minister of Administrative Development in power after May 2011 (appointed 27.8.2014). As a former Government Minister, shares responsibility for the Syrian regime’s violent repression of the civilian population.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,21-10-2014,EU
18,Mohammed  HAMCHO,male,Syria,"Leading businessman operating in Syria, with interests in the engineering and construction, media, hospitality and health sector. He has financial interests in and/or holds senior and executive positions within a number of companies in Syria, in particular Hamsho International, Hamsho Communication, Mhg International, Jupiter for Investment and Tourism project and Syria Metal Industries.; He plays an important role in the business community in Syria as general secretary of the Damascus Chamber of Commerce (appointed by the then Minister for economy Khodr Orfali in December 2014), chairman of the China‐Syria Bilateral Business Councils (since March 2014) and chairman of the Syrian Metal and Steel Council (since December 2015).; He has close business relationships with key figures of the Syrian regime, including Maher al‐Assad.; He benefits from and provides support to the Syrian regime through his business interests, and is associated with persons benefiting from and providing support to that regime.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,27-01-2015,EU
19,Iyad  (a.k.a. Eyad) MAKHLOUF,male,Syria,"Member of the Makhlouf family; son of Mohammed Makhlouf, brother of Hafez Makhlouf and Rami Makhlouf and brother of Ihab Makhlouf; cousin of President Bashar al‐Assad.; Member of the Syrian security and intelligence services in post after May 2011.; As an officer in the General Intelligence Directorate, involved in violence against the civilian population in Syria.","direct,activity,family_status","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions are applied based on familial or close personal ties to sanctioned individuals, under the assumption that these connections may facilitate or benefit from illicit activity or allow sanctions to be circumvented.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-05-2011,EU
20,Bassam  AL HASSAN  (a.k.a. Al Hasan),male,Syria,Presidential Advisor for Strategic Affairs; head of the General Secretariat of the National Defence. Involved in violence against the civilian population.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-05-2011,EU
21,Ihab MAKHLOUF,male,Syria,"Leading businessman operating in Syria. He has business interests in several Syrian companies and entities, including Ramak Construction Co and Syrian International Private University for Science and Technology (SIUST).; He is an influential member of the Makhlouf family and closely connected to the Assad family; cousin of President Bashar al-Assad. In 2020, Ehab Makhlouf took over Rami Makhlouf’s business activities and the Syrian government granted him the contracts to operate and manage the duty-free markets across the country.","direct,activity,profit,family_status","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.,sanctions are applied based on familial or close personal ties to sanctioned individuals, under the assumption that these connections may facilitate or benefit from illicit activity or allow sanctions to be circumvented.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-05-2011,EU
22,"Riyad  CHALICHE  (a.k.a. Shalish, Shaleesh)",male,Syria,Former Director of Military Housing Establishment; provides funding to the Syrian regime; first cousin of President Bashar al‐Assad.,"direct,activity,family_status","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions are applied based on familial or close personal ties to sanctioned individuals, under the assumption that these connections may facilitate or benefit from illicit activity or allow sanctions to be circumvented.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-06-2011,EU
23,"Brigadier Commander Mohammad  (a.k.a. Mohamed, Muhammad, Mohammed) Ali  JAFARI  (a.k.a. Jaafari, Ja'fari, Aziz; a.k.a. Jafari, Ali; a.k.a. Jafari, Mohammad Ali; a.k.a. Ja'fari, Mohammad Ali; a.k.a. Jafari‐Naja‐fabadi, Mohammad Ali)",male,Syria,"Head of ‘Baqiayt Allah’, cultural organisation of the Islamic Revolutionary Guard Corps. General Commander of the Islamic Revolutionary Guard Corps until 21.4.2019, involved in providing equipment and support to help the Syrian regime suppress protests in Syria.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-06-2011,EU
24,Hossein  TAEB,male,Syria,"Director of the Islamic Revolutionary Guard Corps Intelligence Service. Former Deputy Commander for Intelligence of the Islamic Revolutionary Guard Corps, involved in providing equipment and support to help the Syrian regime suppress protests in Syria.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-06-2011,EU
25,"Khalid (a.k.a. Khaled) QADDUR (a.k.a. Qadour, Qaddour, Kaddour)",male,Syria,"Leading businessperson operating in Syria, with interests and/or activities in the telecommunications, oil, plastic and tobacco industry sectors and close business relations with Maher al-Assad. He is linked to smuggling activities.; He benefits from and provides support to the Syrian regime, through his business activities.; Associate of Maher al-Assad, including through his business activities.","direct,activity,profit","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.,sanctions target individuals who have benefited economically from sanctioned regimes and/or individuals. the focus is on how the individual profited from someone else’s actions, without having committed any acts themselves.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,27-01-2015,EU
26,Ra'if  AL‐QUWATLY,male,Syria,Business associate of Maher al‐Assad and responsible for managing some of his business interests; provides funding to the Syrian regime.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-06-2011,EU
27,"Mohammad (a.k.a. Muhammad, Mohamed, Mohammed, Muhamad) al-MUFLEH (a.k.a. al-Muflih)",male,Syria,Head of Syrian Military Intelligence in the town of Hama; involved in the crackdown on demonstrators.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,01-08-2011,EU
28,Major General Tawfiq  (a.k.a. Tawfik) YOUNES  (a.k.a. Yunes),male,Syria,Former head of the Department for Internal Security of the General Intelligence Directorate; involved in violence against the civilian population.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,01-08-2011,EU
29,Ayman JABIR,male,Syria,"Leading businessperson operating in Syria, involved in the steel, media, consumable goods and oil sectors, including in trading those goods. He has financial interests and/or holds senior executive positions in a number of companies and entities in Syria, in particular Al Jazira (a.k.a. Al Jazerra, El Jazireh), Dunia TV and Sama Satellite Channel.; Through his company Al Jazira, Ayman Jabir has facilitated the importation of oil from Overseas Petroleum Trading to Syria.; Ayman Jabir benefits from and provides support to the Syrian regime, through his business interests. Provides direct support for and plays a leading role in activities of regime-affiliated militias known as Shabiha and/or Suqur as-Sahraa. He is an honorary president of ‘Wafa lil-Watan’ (loyalty to homeland), which is an association providing aid to families of Syrian soldiers and militias.; Associate of Rami Makhlouf through his business activities, and an associate of Maher al-Assad through his role in regime-affiliated militias.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,27-01-2015,EU
30,Hayel  AL-ASSAD,male,Syria,"Assistant to Maher al-Assad; Head of the military police unit of the army’s 4th Division, involved in repression.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-08-2011,EU
31,Ali  AL‐SALIM  (a.k.a. al‐Saleem),male,Syria,"Director of the supplies office of the Syrian Ministry of Defence, entry point for all arms acquisitions by the Syrian army.","direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-08-2011,EU
32,"Major General Rafiq  (a.k.a. Rafeeq) SHAHADAH  (a.k.a. Shahada, Shahade, Shahadeh, Chahada, Chahade, Chahadeh, Chahada)",male,Syria,Member of the Syrian Armed Forces of the rank of Major General in post after May 2011. Former Head of Syrian Military Intelligence (SMI) Branch 293 (Internal Affairs) in Damascus. Directly involved in repression and violence against the civilian population in Damascus. Advisor to President Bashar al-Assad for strategic questions and military intelligence.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-08-2011,EU
33,"Brigadier‐General Nawful  (a.k.a. Nawfal, Nofal, Nawfel) AL‐HUSAYN  (a.k.a. al‐Hussain, al‐Hussein)",male,Syria,Idlib Syrian Military Intelligence (SMI) Branch Chief. Directly involved in repression of and violence against the civilian population in Idlib province.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-08-2011,EU
34,Brigadier Husam  SUKKAR,male,Syria,Presidential Adviser on Security Affairs. Presidential Adviser for security agencies’ repression of and violence against the civilian population in Syria.,"direct,activity","a direct reason for being sanctioned refers to an individual's own actions, decisions, or responsibilities that violate international laws, norms, or sanctions criteria. the individual is sanctioned based on their own actions or on the reasonable assumption that, given their role or position within the sanctioned regime, they were directly involved in or responsible for the conduct in question.,sanctions are imposed based on specific actions or behaviors an individual has taken, such as human rights violations, involvement in terrorism, corruption, or cyberattacks. the focus is on what the person did.",COUNCIL_REGULATION_EU_36_2012_18_January_2012,02012R0036_20241125,http://data.europa.eu/eli/reg/2012/36/2024-11-25,23-08-2011,EU
