Name,Gender,Reason,Activity_based,Profit_based,Family_member_sanctions,Dates,Doc_title,Doc_number,Doc_url,Case_Study,Nationality
Sergei Vladilenovich KIRIYENKO,male,"Sergei Kiriyenko is the First Deputy Chief of Staff of the Presidential Executive Office of the Russian Federation. In this function, he is responsible for domestic affairs, including political groups and activities.; Alexei Navalny has been the target of systematic harassment and repression by State and judicial actors in the Russian Federation due to his prominent role in the political opposition.; Alexei Navalny’s activities were closely monitored by the authorities of the Russian Federation during his journey to Siberia in August 2020. On 20 August 2020, he was taken seriously ill and admitted to a hospital in Omsk, Russian Federation. On 22 August 2020, he was transported to a hospital in Berlin, Germany. A specialised laboratory in Germany subsequently found clear evidence, also corroborated by laboratories in France and Sweden, that Alexei Navalny had been poisoned with a toxic nerve agent of the Novichok group. This toxic agent is accessible only to State authorities in the Russian Federation. In these circumstances, it is reasonable to conclude that the poisoning of Alexei Navalny was only possible with the consent of the Presidential Executive Office. Given his senior leadership role in that Office, Sergei Kiriyenko is therefore responsible for inducing and providing support to the persons who carried out or were involved in the poisoning of Alexei Navalny with the Novichok nerve agent, which constitutes a use of chemical weapons under the Chemical Weapons Convention.",,,,15-10-2020,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Sergei Ivanovich MENYAILO,male,"Sergei Menyailo is the Head of North Ossetia-Alania. He was the Plenipotentiary Representative of the President of the Russian Federation in the Siberian Federal District between 2016 and April 2021. In that capacity he was responsible for ensuring the implementation of the constitutional powers of the President including the implementation of domestic and foreign policy of the State. Sergei Menyailo was a member of the Security Council of the Russian Federation until August 2021.; Alexei Navalny has been the target of systematic harassment and repression by State and judicial actors in the Russian Federation due to his prominent role in the political opposition.; Alexei Navalny’s activities were closely monitored by the authorities of the Russian Federation during his journey to Siberia in August 2020. On 20 August 2020, he was taken seriously ill and admitted to a hospital in Omsk, Russian Federation. On 22 August 2020, he was transported to a hospital in Berlin, Germany. A specialised laboratory in Germany subsequently found clear evidence, also corroborated by laboratories in France and Sweden, that Alexei Navalny had been poisoned with a toxic nerve agent of the Novichok group. This toxic agent is accessible only to State authorities in the Russian Federation. In those circumstances, it is reasonable to conclude that the poisoning of Alexei Navalny was only possible with the consent of the Presidential Executive Office.; Given his senior leadership role as the former representative of that Office in the Siberian Federal District, Sergei Menyailo is therefore responsible for inducing and providing support to the persons who carried out or were involved in the poisoning of Alexei Navalny with the Novichok nerve agent, which constitutes a use of chemical weapons under the Chemical Weapons Convention.",,,,15-10-2020,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Aleksandr Vasilievich BORTNIKOV,male,"Aleksandr Bortnikov is the Director of the Federal Security Service of the Russian Federation and in this capacity he is responsible for the activities of the principal security agency in Russia.; Alexei Navalny has been the target of systematic harassment and repression by State and judicial actors in the Russian Federation due to his prominent role in the political opposition.; Alexei Navalny’s activities were closely monitored by the Federal Security Service of the Russian Federation during his journey to Siberia in August 2020. On 20 August 2020, he was taken seriously ill and admitted to a hospital in Omsk, Russian Federation. On 22 August 2020, he was transported to a hospital in Berlin, Germany. A specialised laboratory in Germany subsequently found clear evidence, also corroborated by laboratories in France and Sweden, that Alexei Navalny had been poisoned with a toxic nerve agent of the Novichok group. This toxic agent is accessible only to State authorities in the Russian Federation. In these circumstances and taking into account that Alexei Navalny was under surveillance at the time of his poisoning, it is reasonable to conclude that the poisoning was only possible with the involvement of the Federal Security Service.; Given his senior leadership role in the Federal Security Service, Aleksandr Bortnikov is therefore responsible for providing support to the persons who carried out or were involved in the poisoning of Alexei Navalny with the Novichok nerve agent, which constitutes a use of chemical weapons under the Chemical Weapons Convention.",,,,15-10-2020,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Pavel Anatolievich POPOV,male,"Pavel Popov is the Deputy Minister in the Ministry of Defence of the Russian Federation and in this capacity he has overall responsibility for research activities. This includes the oversight and development of the Ministry’s scientific and technical capabilities, including the development of potential and modernisation of existing weapons and military equipment.; The Russian Ministry of Defence took on the responsibility for the chemical weapons stocks inherited from the Soviet Union and their safe storage until their destruction could be completed. On 20 August 2020, Alexei Navalny was taken seriously ill and admitted to a hospital in Omsk, Russian Federation. On 22 August 2020, he was transported to a hospital in Berlin, Germany. A specialised laboratory in Germany subsequently found clear evidence, also corroborated by laboratories in France and Sweden, that Alexei Navalny had been poisoned with a toxic nerve agent of the Novichok group. This toxic agent is accessible only to State authorities in the Russian Federation. As a consequence of the overall responsibility of the Ministry of Defence for the safe storage and destruction of chemical weapons, the use of such chemical weapons in the territory of the Russian Federation could only be as a result of intent or negligence by the Ministry of Defence and its political leadership.; Given his senior leadership role in the Ministry of Defence of the Russian Federation, Pavel Popov is therefore responsible for assisting the persons who carried out or were involved in the poisoning of Alexei Navalny with the Novichok nerve agent, which constitutes a use of chemical weapons under the Chemical Weapons Convention.",,,,15-10-2020,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Aleksei Yurievich KRIVORUCHKO,male,"Aleksei Krivoruchko is the Deputy Minister in the Ministry of Defence of the Russian Federation with the overall responsibility for armaments. This includes the oversight of the Ministry’s stocks of weapons and military equipment. He is also responsible for their elimination within the framework of the implementation of international treaties assigned to the Ministry of Defence.; The Russian Ministry of Defence took on the responsibility for the chemical weapons stocks inherited from the Soviet Union and their safe storage until their destruction could be completed. On 20 August 2020, Alexei Navalny was taken seriously ill and admitted to a hospital in Omsk, Russian Federation. On 22 August 2020, he was transported to a hospital in Berlin, Germany. A specialised laboratory in Germany subsequently found clear evidence, also corroborated by laboratories in France and Sweden, that Alexei Navalny had been poisoned with a toxic nerve agent of the Novichok group. This toxic agent is accessible only to State authorities in the Russian Federation. As a consequence of the overall responsibility of the Ministry of Defence for the safe storage and destruction of chemical weapons, the use of such chemical weapons in the territory of the Russian Federation could only be as a result of intent or negligence by the Ministry of Defence and its political leadership.; Given his senior leadership role in the Ministry of Defence of the Russian Federation, Aleksei Krivoruchko is therefore responsible for assisting the persons who carried out or were involved in the poisoning of Alexei Navalny with the Novichok nerve agent, which constitutes a use of chemical weapons under the Chemical Weapons Convention.",,,,15-10-2020,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Alexey Alexandrovich ALEXANDROV,male,"Alexey Alexandrov is an agent of the Russian Federal Security Service (FSB) working as a Criminalistics Institute operative.; In that capacity, he was directly involved in the preparations for and the execution of the poisoning of Alexei Navalny with a Novichok-type nerve agent in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention.; Therefore, Alexey Alexandrov was involved in preparations for the use of chemical weapons as well as in the use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Vladimir Alexandrovich PANYAEV,male,"Vladimir Panyaev is an agent of the Russian Federal Security Service (FSB) working as a Criminalistics Institute operative.; In that capacity, he was directly involved in the preparations for and the execution of the poisoning of Alexei Navalny with a Novichok-type nerve agent in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention.; Therefore, Vladimir Panyaev was involved in preparations for the use of chemical weapons as well as in the use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Ivan Vladimirovich OSIPOV,male,"Ivan Osipov is an agent of the Russian Federal Security Service (FSB) working as a Criminalistics Institute operative.; In that capacity, he was directly involved in the preparations for and the execution of the poisoning of Alexei Navalny with a Novichok-type nerve agent in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention.; Therefore, Ivan Osipov was involved in preparations for the use of chemical weapons as well as in the use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Artur Aleksandrovich ZHIROV,male,"Artur Zhirov is a chemical weapons expert and Director of SC Signal, a research institute that has been linked to Russia’s chemical weapons program.; As Director of SC Signal, Artur Zhirov provided technical support to operations against Yulia Navalnaya and Alexei Navalny that took place in Kaliningrad on 6 July 2020 and to the planning of the subsequent poisoning of Alexei Navalny with a Novichok-type nerve agent in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention.; Therefore, Artur Zhirov was engaged in preparations for the use of chemical weapons and he provided technical and material support for using chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Kirill Yurievich VASILIEV,male,"General Kirill Vasiliev is the Director of the Criminalistics Institute of the Russian Federal Security Service (FSB), which conducted operations to closely monitor the activities of Alexei Navalny over a long period of time, including during his journey to Tomsk where he was poisoned with a Novichok-type nerve on 20 August 2020. That poisoning constitutes a use of chemical weapons under the Chemical Weapons Convention.; Kirill Vasiliev, in his capacity as Director of the Criminalistics Institute of the FSB, provided the operational framework and direction to conduct the surveillance and the assassination attempt against Alexei Navalny.; Therefore, he was involved in preparations for the use of chemical weapons, he is responsible for the use of chemical weapons and he provided technical and material support for using chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Konstantin Borisovich KUDRYAVTSEV,male,"Konstantin Kudryavtsev is a chemical weapons expert and an agent of the Russian Federal Security Service (FSB) working as a Criminalistics Institute operative.; In that capacity, he was directly involved in the preparations for and the clean-up operations of the poisoning of Alexei Navalny with a Novichok-type nerve agent in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention. Furthermore, he admitted to his involvement in at least one other poisoning attempt against Navalny in 2017.; Therefore, Konstantin Kudryavtsev was involved in preparations for the use of chemical weapons as well as in the use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Stanislav Valentinovich MAKSHAKOV,male,"Stanislav Makshakov is a military scientist and Deputy Director of the Criminalistics Institute of the Russian Federal Security Service (FSB), which conducted operations to closely monitor the activities of Alexei Navalny over a long period of time. In his capacity as Deputy Director of the Criminalistics Institute, Stanislav Makshakov was the commander of the team of operatives involved in the preparations and execution of the poisoning of Alexei Navalny with a Novichok-type nerve in Tomsk on 20 August 2020, which constitutes a use of chemical weapons under the Chemical Weapons Convention.; Therefore, Stanislav Makshakov was involved in preparations for the use of chemical weapons, he is responsible for the use of chemical weapons and he provided technical and material support for using chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Vladimir Mikhaylovich BOGDANOV,male,"Vladimir Bogdanov is the Head of Special Technology Centre of the Russian Federal Security Service (FSB), which is the parent entity of the Criminalistics Institute. In that capacity, Vladimir Bogdanov oversees and controls the activities of those entities.; The FSB conducted operations to closely monitor the activities of Alexei Navalny over a long period of time, including during his journey to Tomsk where Navalny was poisoned with a Novichok-type nerve on 20 August 2020. That poisoning constitutes a use of chemical weapons under the Chemical Weapons Convention.; Vladimir Bogdanov, in his capacity as the Head of Special Technology Centre of the FSB, provided the operational framework and direction to conduct the surveillance and the assassination attempt against Alaxey Navalny.; Therefore, he was involved in preparations for the use of chemical weapons, he is responsible for the use of chemical weapons and he provided technical and material support for using chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Russian
Chadi HOURANIEH,male,"Chadi Houranieh is the co-owner of MHD Nazier Houranieh & Sons Co company, which operates in the metals industry and supplies the Syrian Studies and Research Centre (SSRC) with materials used in the manufacture of chemical weapons delivery systems.; Therefore, Chadi Houranieh is responsible for providing material support for manufacturing chemical weapons and is engaged in preparations for the use of chemical weapons and thus contributes to the continued threat posed by the proliferation and use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Canadian
Mohammad Nazier HOURANIEH,male,"Mohammad Nazier Houranieh is the co-owner of MHD Nazier Houranieh & Sons Co company, which operates in the metals industry and supplies the Syrian Studies and Research Centre (SSRC) with materials used in the manufacture of chemical weapons delivery systems.; Therefore, Mohammad Nazier Houranieh is responsible for providing material support for manufacturing chemical weapons and is engaged in preparations for the use of chemical weapons and thus contributes to the continued threat posed by the proliferation and use of chemical weapons.",,,,14-11-2022,COUNCIL_REGULATION_EU_2018_1542_of_15_October_2018,02018R1542-20240913,http://data.europa.eu/eli/reg/2018/1542/2024-09-13,Chemical_weapons,Canadian
